[vis1_REMs/EOGs]
   19.4589	    1.1738
   21.9697	    0.8275
   35.2597	    1.4336
   87.8571	    0.9141
   90.2381	    1.3470
  114.2208	    1.1305
  115.6494	    0.7842
  120.7576	    0.7842
  136.3853	    0.9574
  137.9870	    1.4336
  140.2381	    1.1738
  141.7532	    1.9098
  144.3074	    0.9574
  163.0519	    1.1305
  173.3983	    0.9574
  174.7403	    1.5634
  177.0346	    1.0440
  178.2468	    1.0873
  180.2381	    1.3037
  196.5584	    0.7842
  199.8918	    1.0873
  201.2771	    1.7366
  203.3983	    1.9531
  208.5498	    0.6544
  213.0087	    1.4336
  216.6017	    1.1305
  217.8571	    1.4336
  226.8182	    1.2604
  236.0390	    1.0007
  250.6710	    1.8665
  252.9221	    1.3470
  260.1948	    1.1738
  263.3117	    1.1305
  265.1732	    1.0873
  270.4113	    1.4769
  273.7013	    1.3037
  275.3030	    0.8275
  277.0779	    1.6067
  279.7619	    1.6067
  282.7056	    1.6500
  392.6623	    1.5634
  400.5844	    0.9574
  401.7100	    1.6067
  404.7403	    1.0873
  446.2121	    1.2171
  473.0087	    1.0873
  474.4805	    1.0440
  476.6017	    1.0440
  499.4156	    1.6933
  544.9567	    1.3903
  560.1515	    1.5202
  566.2121	    1.3470
  796.7749	    1.0007
  803.4416	    1.1738
  805.6494	    1.2171
  810.8442	    1.3903
  819.7186	    0.7842
  824.1775	    1.2171
  837.8571	    1.3470
  892.5325	    2.3860
  896.9913	    1.1738
  898.6364	    0.9141
  982.7922	    1.6067
 1001.4935	    1.0440
 1002.7489	    1.6500
 1005.7359	    1.3037
 1012.0996	    1.0873
 1017.3377	    1.0873
 1022.9654	    1.4336
 1024.5238	    1.0873
 1028.5498	    0.8275
 1033.2684	    1.3037
 1035.9091	    0.9141
 1037.8571	    1.1305
 1043.5281	    1.1305
 1046.9048	    1.1738
 1132.4892	    1.1305
 1134.5238	    1.2604
 1142.7056	    1.1305
 1234.1775	    1.1305
 1235.6061	    0.8708
 1236.9481	    0.7409
 1245.9524	    1.0440
 1247.7706	    0.9574
 1253.4848	    0.5678
 1257.7273	    1.0440
 1273.4416	    2.4292
 1280.7143	    0.6544
 1296.5152	    1.4336
 1329.9351	    1.1305
 1337.0779	    1.3470
 1338.8095	    1.5202
 1347.5541	    1.6933
 1350.1948	    0.6111
 1351.5368	    0.8275
 1352.9221	    1.5634
 1355.1299	    2.3427
 1359.5455	    0.8275
 1369.9784	    1.2171
 1374.0043	    1.3037
 1376.2987	    1.4336
 1380.7576	    1.3037
 1383.3117	    1.3903
 1435.3030	    1.1305
 1438.2035	    1.2171
 1440.7576	    1.0440
 1564.5238	    1.6067
 1793.5714	    1.6933
