[REMs/EOGs]
    0.9900	    0.0500
   17.1350	    0.0500
   22.5050	    0.0500
   23.1050	    0.0500
   24.0150	    0.0500
   26.3500	    0.0500
   27.6150	    0.0500
   29.4250	    0.0500
   37.4450	    0.0500
   39.7800	    0.0500
  121.2650	    0.0500
  142.7800	    0.0500
  148.0800	    0.0500
  202.8350	    0.0500
  205.0250	    0.0500
  217.1950	    0.0500
  220.5100	    0.0500
  245.4150	    0.0500
  246.1200	    0.0500
  248.3250	    0.0500
  292.7150	    0.0500
  294.7150	    0.0500
  296.7150	    0.0500
  299.1450	    0.0500
  300.0500	    0.0500
  305.9500	    0.0500
  308.0450	    0.0500
  308.7000	    0.0500
  314.7450	    0.0500
  323.6450	    0.0500
  324.6300	    0.0500
  326.0450	    0.0500
  331.4350	    0.0500
  332.5250	    0.0500
  334.4950	    0.0500
  335.4300	    0.0500
  337.7200	    0.0500
  375.4450	    0.0500
  379.6600	    0.0500
  393.4350	    0.0500
  394.5100	    0.0500
  395.3850	    0.0500
  397.6900	    0.0500
  399.9800	    0.0500
  404.1400	    0.0500
  416.1050	    0.0500
  422.8850	    0.0500
  424.8350	    0.0500
  426.5350	    0.0500
  427.3250	    0.0500
  428.4950	    0.0500
  431.0250	    0.0500
  432.6250	    0.0500
  434.5200	    0.0500
  436.2400	    0.0500
  437.3350	    0.0500
  438.3550	    0.0500
  442.8150	    0.0500
  445.8100	    0.0500
  447.4850	    0.0500
  448.0450	    0.0500
  454.5800	    0.0500
  455.1600	    0.0500
  462.7200	    0.0500
  463.8350	    0.0500
  467.6050	    0.0500
  468.2250	    0.0500
  469.8500	    0.0500
  471.2000	    0.0500
  473.7300	    0.0500
  477.0150	    0.0500
  478.9350	    0.0500
  481.5300	    0.0500
  486.6950	    0.0500
  488.2450	    0.0500
  490.4550	    0.0500
  493.8250	    0.0500
  515.3650	    0.0500
  516.6100	    0.0500
  517.1600	    0.0500
  518.0500	    0.0500
  520.2400	    0.0500
  522.1000	    0.0500
  523.1750	    0.0500
  524.7350	    0.0500
  527.8550	    0.0500
  535.7950	    0.0500
  539.4050	    0.0500
  544.5550	    0.0500
  548.1300	    0.0500
  549.9350	    0.0500
  563.2250	    0.0500
  612.6950	    0.0500
  614.0700	    0.0500
  615.2100	    0.0500
  615.9150	    0.0500
  618.4350	    0.0500
  619.6900	    0.0500
  620.9900	    0.0500
  625.1200	    0.0500
  626.9500	    0.0500
  628.6250	    0.0500
  630.9300	    0.0500
  636.4400	    0.0500
  642.5950	    0.0500
  644.5450	    0.0500
  645.3800	    0.0500
  646.3400	    0.0500
  647.9350	    0.0500
  649.6450	    0.0500
  650.2150	    0.0500
  652.9050	    0.0500
  657.2500	    0.0500
  658.9600	    0.0500
  662.0500	    0.0500
  663.1700	    0.0500
  669.2250	    0.0500
  669.8900	    0.0500
  671.1350	    0.0500
  679.1900	    0.0500
  704.6050	    0.0500
  705.8000	    0.0500
  706.6750	    0.0500
  708.6650	    0.0500
  710.5450	    0.0500
  711.2050	    0.0500
  713.3100	    0.0500
  714.0150	    0.0500
  714.6150	    0.0500
  715.2950	    0.0500
  716.0450	    0.0500
  717.5350	    0.0500
  718.7150	    0.0500
  721.1150	    0.0500
  721.8400	    0.0500
  724.4450	    0.0500
  724.9750	    0.0500
  727.2400	    0.0500
  728.8050	    0.0500
  729.7250	    0.0500
  733.2600	    0.0500
  735.0000	    0.0500
  739.3950	    0.0500
  740.1500	    0.0500
  740.8200	    0.0500
  768.6950	    0.0500
  770.7650	    0.0500
  771.8350	    0.0500
  818.7700	    0.0500
  820.6150	    0.0500
  822.6400	    0.0500
  824.3650	    0.0500
  827.0100	    0.0500
  830.3850	    0.0500
  832.7650	    0.0500
  835.4750	    0.0500
  836.5400	    0.0500
  837.7550	    0.0500
  839.9900	    0.0500
  840.6450	    0.0500
  855.7750	    0.0500
  858.6350	    0.0500
  859.6300	    0.0500
  860.9100	    0.0500
  916.4250	    0.0500
  919.8200	    0.0500
  940.4500	    0.0500
  941.2500	    0.0500
  969.4150	    0.0500
  970.8500	    0.0500
  974.3150	    0.0500
  976.2550	    0.0500
  977.2200	    0.0500
  979.1750	    0.0500
  981.3900	    0.0500
  981.9700	    0.0500
  983.6100	    0.0500
  984.3500	    0.0500
  984.9650	    0.0500
  989.7850	    0.0500
  991.8750	    0.0500
  998.9050	    0.0500
 1002.5500	    0.0500
 1004.2050	    0.0500
 1004.7750	    0.0500
 1006.8450	    0.0500
 1014.9300	    0.0500
 1022.5300	    0.0500
 1026.3050	    0.0500
 1030.4650	    0.0500
 1034.8800	    0.0500
 1037.8150	    0.0500
 1041.8250	    0.0500
 1149.7200	    0.0500
 1154.1100	    0.0500
 1161.6650	    0.0500
 1162.7400	    0.0500
